Geo Point;Geo Shape;PTCAR ID;TAF/TAP code;Symbolic name;Abbreviation BTS French short;Abbreviation BTS Dutch short;Abbreviation BTS French complete;Abbreviation BTS Dutch complete;Short name in French;Short name in Dutch;Middle name in French;Middle name in Dutch;Complete name in French;Complete name in Dutch;Classification NL;Classification EN;Classification FR
50.606966575412564, 5.528133668726901;"{""coordinates"": [5.528133668726901, 50.606966575412564], ""type"": ""Point""}";2044;BE02044;LGRFK;OUGREE-F/K;OUGREE-F/K;OUGREE-GRIL F/K;OUGREE-GRIL F/K;Ougrée-F/K;Ougrée-F/K;Ougrée-Gril F/K;Ougrée-Gril F/K;Ougrée-Gril F/K;Ougrée-Gril F/K;Rooster;Grid;Gril
51.068463747486426, 3.557248115171496;"{""coordinates"": [3.557248115171496, 51.068463747486426], ""type"": ""Point""}";2052;BE02052;FLMR;LANDEGEM-R.;LANDEGEM-R.;LANDEGEM-ROOSTER G/H/L;LANDEGEM-ROOSTER G/H/L;Landegem-R.;Landegem-R.;Landegem-R. G/H/L;Landegem-R. G/H/L;Landegem-Rooster G/H/L;Landegem-Rooster G/H/L;Rooster;Grid;Gril
50.69575581170318, 3.8542900096395;"{""coordinates"": [3.8542900096395, 50.69575581170318], ""type"": ""Point""}";2054;BE02054;FLNC;LESSINES-CAR;LESSINES-CAR;LESSINES-CARRIERES;LESSINES-CARRIERES;Lessines-Car;Lessines-Car;Lessines-Carrières;Lessines-Carrières;Lessines-Carrières;Lessines-Carrières;Verbinding;Connection;Raccordement
51.29170831852463, 4.270210431622886;"{""coordinates"": [4.270210431622886, 51.29170831852463], ""type"": ""Point""}";1452;BE01452;VASHL;V.ASHLAND;V.ASHLAND;VERB.ASHLAND;VERB.ASHLAND;V.Ashland;V.Ashland;Verb.Ashland;Verb.Ashland;Verb.Ashland;Verb.Ashland;Verbinding;Connection;Raccordement
51.24913815200731, 4.343096316886323;"{""coordinates"": [4.343096316886323, 51.24913815200731], ""type"": ""Point""}";1463;BE01463;YPLDK;Y.POLDERDIJK;Y.POLDERDIJK;Y.POLDERDIJK;Y.POLDERDIJK;Y.Polderdijk;Y.Polderdijk;Y.Polderdijk;Y.Polderdijk;Y.Polderdijk;Y.Polderdijk;Vertakking;Junction;Bifurcation
51.257833001542835, 4.332410995324157;"{""coordinates"": [4.332410995324157, 51.257833001542835], ""type"": ""Point""}";1468;BE01468;VTOLA;V.T.OLEFINS;V.T.OLEFINS;VERB.TOTAL OLEFINS ANTWERP;VERB.TOTAL OLEFINS ANTWERP;V.T.Olefins;V.T.Olefins;Verb.Total Olefins;Verb.Total Olefins;Verb.Total Olefins Antwerp;Verb.Total Olefins Antwerp;Verbinding;Connection;Raccordement
50.832002700517165, 4.322782532324316;"{""coordinates"": [4.322782532324316, 50.832002700517165], ""type"": ""Point""}";1521;BE01521;YKUGM;Y.CUREGHEM;Y.KUREGEM;Y.CUREGHEM;Y.KUREGEM;Y.Cureghem;Y.Kuregem;Y.Cureghem;Y.Kuregem;Y.Cureghem;Y.Kuregem;Vertakking;Junction;Bifurcation
50.89184951138523, 4.434554875479245;"{""coordinates"": [4.434554875479245, 50.89184951138523], ""type"": ""Point""}";1523;BE01523;YFDG;Y.DIEGEM;Y.DIEGEM;Y.DIEGEM;Y.DIEGEM;Y.Diegem;Y.Diegem;Y.Diegem;Y.Diegem;Y.Diegem;Y.Diegem;Vertakking;Junction;Bifurcation
51.17946141386162, 4.465045895022865;"{""coordinates"": [4.465045895022865, 51.17946141386162], ""type"": ""Point""}";1525;BE01525;YDRBS;Y.DRABSTRAAT;Y.DRABSTRAAT;Y.DRABSTRAAT;Y.DRABSTRAAT;Y.Drabstraat;Y.Drabstraat;Y.Drabstraat;Y.Drabstraat;Y.Drabstraat;Y.Drabstraat;Vertakking;Junction;Bifurcation
50.975532322111015, 4.470448498923679;"{""coordinates"": [4.470448498923679, 50.975532322111015], ""type"": ""Point""}";1636;BE01636;YFWE;Y.WEERDE;Y.WEERDE;Y.WEERDE;Y.WEERDE;Y.Weerde;Y.Weerde;Y.Weerde;Y.Weerde;Y.Weerde;Y.Weerde;Vertakking;Junction;Bifurcation
51.19442968755265, 4.438954455789036;"{""coordinates"": [4.438954455789036, 51.19442968755265], ""type"": ""Point""}";1645;BE01645;YGHKZ;Y.Z.GROENENH;Y.Z.GROENENH;Y.ZUID GROENENHOEK;Y.ZUID GROENENHOEK;Y.Z.Groenenh;Y.Z.Groenenh;Y.Zuid Groenenhoek;Y.Zuid Groenenhoek;Y.Zuid Groenenhoek;Y.Zuid Groenenhoek;Vertakking;Junction;Bifurcation
51.21257115941909, 4.31092004698615;"{""coordinates"": [4.31092004698615, 51.21257115941909], ""type"": ""Point""}";1646;BE01646;YLZDF;Y.ZWIJNDR-F;Y.ZWIJNDR-F;Y.ZWIJNDRECHT-FORT;Y.ZWIJNDRECHT-FORT;Y.Zwijndr-F;Y.Zwijndr-F;Y.Zwijndrecht-Fort;Y.Zwijndrecht-Fort;Y.Zwijndrecht-Fort;Y.Zwijndrecht-Fort;Vertakking;Junction;Bifurcation
51.17232160453408, 4.805158243767036;"{""coordinates"": [4.805158243767036, 51.17232160453408], ""type"": ""Point""}";1647;BE01647;YALBK;Y.ALBERTKAN;Y.ALBERTKAN;Y.ALBERTKANAAL;Y.ALBERTKANAAL;Y.Albertkan;Y.Albertkan;Y.Albertkanaal;Y.Albertkanaal;Y.Albertkanaal;Y.Albertkanaal;Vertakking;Junction;Bifurcation
50.60486243463854, 5.557773789384559;"{""coordinates"": [5.557773789384559, 50.60486243463854], ""type"": ""Point""}";1653;BE01653;YRENO;Y.RENORY;Y.RENORY;Y.RENORY;Y.RENORY;Y.Renory;Y.Renory;Y.Renory;Y.Renory;Y.Renory;Y.Renory;Vertakking;Junction;Bifurcation
50.447621070683944, 4.219493770123808;"{""coordinates"": [4.219493770123808, 50.447621070683944], ""type"": ""Point""}";536;BE00536;HAYET;HAYETTES;HAYETTES;HAYETTES;HAYETTES;Hayettes;Hayettes;Hayettes;Hayettes;Hayettes;Hayettes;Rooster;Grid;Gril
51.1539075959166, 4.34361317988718;"{""coordinates"": [4.34361317988718, 51.1539075959166], ""type"": ""Point""}";547;BE00547;RVRBK;INR.VERBEKE;INR.VERBEKE;INRIT VERB.HEMIKSEM-VERBEKE;INRIT VERB.HEMIKSEM-VERBEKE;Inr.Verbeke;Inr.Verbeke;Inrit V.Verbeke;Inrit V.Verbeke;Inrit Verb.Hemiksem-Verbeke;Inrit Verb.Hemiksem-Verbeke;Rooster;Grid;Gril
50.811015107851695, 4.310837271112412;"{""coordinates"": [4.310837271112412, 50.811015107851695], ""type"": ""Point""}";1025;BE01025;FO926;FOREST-M-926;VORST-ZD-926;FOREST-MIDI-VOIES 920/926;VORST-ZUID-SPOREN 920/926;Forest-M-926;Vorst-Zd-926;Forest-Midi-V920/926;Vorst-Zuid-S920/926;Forest-Midi-Voies 920/926;Vorst-Zuid-Sporen 920/926;Station;Station;Gare
49.664451339519424, 5.438476713955991;"{""coordinates"": [5.438476713955991, 49.664451339519424], ""type"": ""Point""}";1040;BE01040;RMBF;ST-VINCENT-B;ST-VINCENT-B;SAINT-VINCENT-BELLEFONTAINE;SAINT-VINCENT-BELLEFONTAINE;St-Vincent-B;St-Vincent-B;St-Vincent-Bellefont;St-Vincent-Bellefont;Saint-Vincent-Bellefontaine;Saint-Vincent-Bellefontaine;Rooster;Grid;Gril
51.2431915237878, 4.236447980124069;"{""coordinates"": [4.236447980124069, 51.2431915237878], ""type"": ""Point""}";1696;BE01696;1696;L10-RGH;L10-RGH;LIJN 10-ROOSTER G/H;LIJN 10-ROOSTER G/H;L10-RGH;L10-RGH;Lijn 10-Rooster G/H;Lijn 10-Rooster G/H;Lijn 10-Rooster G/H;Lijn 10-Rooster G/H;Rooster;Grid;Gril
49.65563869620065, 5.55079648194605;"{""coordinates"": [5.55079648194605, 49.65563869620065], ""type"": ""Point""}";1702;BE01702;YSTLB;Y.ST-LAMBERT;Y.ST-LAMBERT;Y.SAINT-LAMBERT;Y.SAINT-LAMBERT;Y.St-Lambert;Y.St-Lambert;Y.Saint-Lambert;Y.Saint-Lambert;Y.Saint-Lambert;Y.Saint-Lambert;Vertakking;Junction;Bifurcation
51.24704240123935, 4.254244654851988;"{""coordinates"": [4.254244654851988, 51.24704240123935], ""type"": ""Point""}";1704;BE01704;YSLND;Y.STEENLAND;Y.STEENLAND;Y.STEENLAND;Y.STEENLAND;Y.Steenland;Y.Steenland;Y.Steenland;Y.Steenland;Y.Steenland;Y.Steenland;Vertakking;Junction;Bifurcation
51.26102451570256, 4.271037586905093;"{""coordinates"": [4.271037586905093, 51.26102451570256], ""type"": ""Point""}";1705;BE01705;YDENB;Y.DEN BEER;Y.DEN BEER;Y.DEN BEER;Y.DEN BEER;Y.Den Beer;Y.Den Beer;Y.Den Beer;Y.Den Beer;Y.Den Beer;Y.Den Beer;Vertakking;Junction;Bifurcation
51.270232659070835, 4.199640569065686;"{""coordinates"": [4.199640569065686, 51.270232659070835], ""type"": ""Point""}";1475;BE01475;YVBRK;Y.VERREBROEK;Y.VERREBROEK;Y.VERREBROEK;Y.VERREBROEK;Y.Verrebroek;Y.Verrebroek;Y.Verrebroek;Y.Verrebroek;Y.Verrebroek;Y.Verrebroek;Vertakking;Junction;Bifurcation
51.24910813890757, 4.246782468305648;"{""coordinates"": [4.246782468305648, 51.24910813890757], ""type"": ""Point""}";1480;BE01480;VMOER;V.VAN MOER;V.VAN MOER;VERB.VAN MOER;VERB.VAN MOER;V.Van Moer;V.Van Moer;Verb.Van Moer;Verb.Van Moer;Verb.Van Moer;Verb.Van Moer;Verbinding;Connection;Raccordement
50.61449200191902, 5.591318994824141;"{""coordinates"": [5.591318994824141, 50.61449200191902], ""type"": ""Point""}";1497;BE01497;YAGSS;Y.AGUESSES;Y.AGUESSES;Y.AGUESSES;Y.AGUESSES;Y.Aguesses;Y.Aguesses;Y.Aguesses;Y.Aguesses;Y.Aguesses;Y.Aguesses;Vertakking;Junction;Bifurcation
51.26700895345476, 4.284809107755413;"{""coordinates"": [4.284809107755413, 51.26700895345476], ""type"": ""Point""}";1706;BE01706;YFNSO;Y.FARNESE-O;Y.FARNESE-O;Y.FARNESE-OOST;Y.FARNESE-OOST;Y.Farnese-O;Y.Farnese-O;Y.Farnese-Oost;Y.Farnese-Oost;Y.Farnese-Oost;Y.Farnese-Oost;Vertakking;Junction;Bifurcation
50.46604500188657, 4.839568995072435;"{""coordinates"": [4.839568995072435, 50.46604500188657], ""type"": ""Point""}";1715;BE01715;FAZA;SALZINNES-AC;SALZINNES-AC;SALZINNES-A.C.;SALZINNES-A.C.;Salzinnes-AC;Salzinnes-AC;Salzinnes-A.C.;Salzinnes-A.C.;Salzinnes-A.C.;Salzinnes-A.C.;Verbinding;Connection;Raccordement
50.901816991442786, 4.704375755654313;"{""coordinates"": [4.704375755654313, 50.901816991442786], ""type"": ""Point""}";1729;BE01729;YWILS;Y.WILSELE;Y.WILSELE;Y.WILSELE;Y.WILSELE;Y.Wilsele;Y.Wilsele;Y.Wilsele;Y.Wilsele;Y.Wilsele;Y.Wilsele;Vertakking;Junction;Bifurcation
50.93391537042328, 4.051181877231252;"{""coordinates"": [4.051181877231252, 50.93391537042328], ""type"": ""Point""}";1743;BE01743;RFLSO;AALST-O;AALST-O;AALST-ROOSTER OOST;AALST-ROOSTER OOST;Aalst-O;Aalst-O;Aalst-Rooster Oost;Aalst-Rooster Oost;Aalst-Rooster Oost;Aalst-Rooster Oost;Rooster;Grid;Gril
50.885221213232256, 4.401052415476972;"{""coordinates"": [4.401052415476972, 50.885221213232256], ""type"": ""Point""}";2081;BE02081;FSRTU;SCH'B-B.TUC;SCH'B-B.TUC;SCHAERBEEK-BASE TUCRAIL;SCHAARBEEK-BASIS TUCRAIL;Sch'b-B.Tuc;Sch'b-B.Tuc;Schaerbeek-Base Tuc;Schaarbeek-Basis Tuc;Schaerbeek-Base TucRail;Schaarbeek-Basis TucRail;Dienstinstallatie;Service installation;Installation de service
51.28760646734935, 4.241959901966691;"{""coordinates"": [4.241959901966691, 51.28760646734935], ""type"": ""Point""}";1826;BE01826;YKRHK;Y.KROMMENHK;Y.KROMMENHK;Y.KROMMENHOEK;Y.KROMMENHOEK;Y.Krommenhk;Y.Krommenhk;Y.Krommenhoek;Y.Krommenhoek;Y.Krommenhoek;Y.Krommenhoek;Vertakking;Junction;Bifurcation
50.459471621484056, 3.837399322014329;"{""coordinates"": [3.837399322014329, 50.459471621484056], ""type"": ""Point""}";2070;BE02070;CRQLN;CRIQUELION-F;CRIQUELION-F;CRIQUELION-FAISCEAU;CRIQUELION-FAISCEAU;Criquelion-F;Criquelion-F;Criquelion-Faisceau;Criquelion-Faisceau;Criquelion-Faisceau;Criquelion-Faisceau;Verbinding;Connection;Raccordement
51.278910586068314, 4.247625537514588;"{""coordinates"": [4.247625537514588, 51.278910586068314], ""type"": ""Point""}";2063;BE02063;KIELD;KIELDR'SLUIS;KIELDR'SLUIS;KIELDRECHTSLUIS;KIELDRECHTSLUIS;Kieldr'sluis;Kieldr'sluis;Kieldrechtsluis;Kieldrechtsluis;Kieldrechtsluis;Kieldrechtsluis;Beweegbare brug;Movable bridge;Pont mobile
50.58266006063994, 5.402218863560586;"{""coordinates"": [5.402218863560586, 50.58266006063994], ""type"": ""Point""}";361;BE00361;NG;ENGIS;ENGIS;ENGIS;ENGIS;Engis;Engis;Engis;Engis;Engis;Engis;Station;Station;Gare
51.345983800415524, 3.173135900606432;"{""coordinates"": [3.173135900606432, 51.345983800415524], ""type"": ""Point""}";1906;BE01906;LZRDL;ZEEBR-DART-L;ZEEBR-DART-L;ZEEBRUGGE-BUNDEL DART-LINE;ZEEBRUGGE-BUNDEL DART-LINE;Zeebr-Dart-L;Zeebr-Dart-L;Zeebrugge-B.Dart-L;Zeebrugge-B.Dart-L;Zeebrugge-Bundel Dart-Line;Zeebrugge-Bundel Dart-Line;Station;Station;Gare
50.669942365664625, 4.616284940483432;"{""coordinates"": [4.616284940483432, 50.669942365664625], ""type"": ""Point""}";762;BE00762;LNO;LOUVAIN-LA-N;LOUVAIN-LA-N;LOUVAIN-LA-NEUVE;LOUVAIN-LA-NEUVE;Louvain-la-N;Louvain-la-N;Louvain-la-Neuve;Louvain-la-Neuve;Louvain-la-Neuve;Louvain-la-Neuve;Station;Station;Gare
50.6479509231809, 4.173327027471045;"{""coordinates"": [4.173327027471045, 50.6479509231809], ""type"": ""Point""}";551;BE00551;FNYG;HENNUYERES-G;HENNUYERES-G;HENNUYERES-GARAGE;HENNUYERES-GARAGE;Hennuyères-G;Hennuyères-G;Hennuyères-Garage;Hennuyères-Garage;Hennuyères-Garage;Hennuyères-Garage;Station;Station;Gare
50.49075374158829, 5.587160273988107;"{""coordinates"": [5.587160273988107, 50.49075374158829], ""type"": ""Point""}";1246;BE01246;MRVM;RIVAGE-MARCH;RIVAGE-MARCH;RIVAGE-MARCHANDISES;RIVAGE-MARCHANDISES;Rivage-March;Rivage-March;Rivage-Marchandises;Rivage-Marchandises;Rivage-Marchandises;Rivage-Marchandises;Station;Station;Gare
50.20321569506066, 5.314305549244098;"{""coordinates"": [5.314305549244098, 50.20321569506066], ""type"": ""Point""}";801;BE00801;MML;MARLOIE;MARLOIE;MARLOIE;MARLOIE;Marloie;Marloie;Marloie;Marloie;Marloie;Marloie;Station;Station;Gare
51.20270458031781, 3.799473632333925;"{""coordinates"": [3.799473632333925, 51.20270458031781], ""type"": ""Point""}";1267;BE01267;FZZ;ZELZATE;ZELZATE;ZELZATE;ZELZATE;Zelzate;Zelzate;Zelzate;Zelzate;Zelzate;Zelzate;Station;Station;Gare
51.29267549635015, 4.43456517971565;"{""coordinates"": [4.43456517971565, 51.29267549635015], ""type"": ""Point""}";1084;BE01084;GSM;ST-MARIABURG;ST-MARIABURG;SINT-MARIABURG;SINT-MARIABURG;St-Mariaburg;St-Mariaburg;Sint-Mariaburg;Sint-Mariaburg;Sint-Mariaburg;Sint-Mariaburg;Station;Station;Gare
51.18061569885919, 3.575419009227249;"{""coordinates"": [3.575419009227249, 51.18061569885919], ""type"": ""Point""}";346;BE00346;FKLO;EEKLO;EEKLO;EEKLO;EEKLO;Eeklo;Eeklo;Eeklo;Eeklo;Eeklo;Eeklo;Station;Station;Gare
50.408563854714735, 4.172759557130057;"{""coordinates"": [4.172759557130057, 50.408563854714735], ""type"": ""Point""}";158;BE00158;LBH;BINCHE;BINCHE;BINCHE;BINCHE;Binche;Binche;Binche;Binche;Binche;Binche;Station;Station;Gare
50.69017183593625, 3.864636334562565;"{""coordinates"": [3.864636334562565, 50.69017183593625], ""type"": ""Point""}";2055;BE02055;FLNCC;LESS-CAR-CDS;LESS-CAR-CDS;LESSINES-CARRIERES-CUL DE SAC;LESSINES-CARRIERES-CUL DE SAC;Less-Car-Cds;Less-Car-Cds;Lessines-Car-Cds;Lessines-Car-Cds;Lessines-Carrières-Cul de sac;Lessines-Carrières-Cul de sac;Andere;Other;Autre
50.44273476444009, 3.820015769849533;"{""coordinates"": [3.820015769849533, 50.44273476444009], ""type"": ""Point""}";1034;BE01034;FGH;ST-GHISLAIN;ST-GHISLAIN;SAINT-GHISLAIN;SAINT-GHISLAIN;St-Ghislain;St-Ghislain;Saint-Ghislain;Saint-Ghislain;Saint-Ghislain;Saint-Ghislain;Station;Station;Gare
50.4993004915618, 4.801803854068583;"{""coordinates"": [4.801803854068583, 50.4993004915618], ""type"": ""Point""}";995;BE00995;MRN;RHISNES;RHISNES;RHISNES;RHISNES;Rhisnes;Rhisnes;Rhisnes;Rhisnes;Rhisnes;Rhisnes;Stopplaats;Stop in open track;Point d'arrêt
50.883564060910594, 4.397792390158366;"{""coordinates"": [4.397792390158366, 50.883564060910594], ""type"": ""Point""}";466;BE00466;FSRP;SCHAERBEEK-P;SCHAARBEEK-P;SCHAERBEEK-FAISCEAU P;SCHAARBEEK-BUNDEL P;Schaerbeek-P;Schaarbeek-P;Schaerbeek-Faisc. P;Schaarbeek-Bundel P;Schaerbeek-Faisceau P;Schaarbeek-Bundel P;Station;Station;Gare
50.44797745287747, 4.657785895311827;"{""coordinates"": [4.657785895311827, 50.44797745287747], ""type"": ""Point""}";308;BE00308;FJSMA;JEMEPPE/S-M;JEMEPPE/S-M;JEMEPPE-SUR-SAMBRE-MARCHANDISE;JEMEPPE-SUR-SAMBRE-MARCHANDISE;Jemeppe/S-M;Jemeppe/S-M;Jemeppe-sur-Sambre-M;Jemeppe-sur-Sambre-M;Jemeppe-sur-Sambre-Marchandise;Jemeppe-sur-Sambre-Marchandise;Station;Station;Gare
51.18107296652878, 4.828554945607912;"{""coordinates"": [4.828554945607912, 51.18107296652878], ""type"": ""Point""}";554;BE00554;FHT;HERENTALS;HERENTALS;HERENTALS;HERENTALS;Herentals;Herentals;Herentals;Herentals;Herentals;Herentals;Station;Station;Gare
51.15815046173819, 3.778546649738438;"{""coordinates"": [3.778546649738438, 51.15815046173819], ""type"": ""Point""}";1928;BE01928;FKLDZ;KLUIZENDOK-Z;KLUIZENDOK-Z;GENT-KLUIZENDOK-ZUID;GENT-KLUIZENDOK-ZUID;Kluizendok-Z;Kluizendok-Z;Gent-Kluizendok-Z;Gent-Kluizendok-Z;Gent-Kluizendok-Zuid;Gent-Kluizendok-Zuid;Verbinding;Connection;Raccordement
50.69473774961513, 4.213626572702951;"{""coordinates"": [4.213626572702951, 50.69473774961513], ""type"": ""Point""}";273;BE00273;FEQ;CLABECQ;CLABECQ;CLABECQ;CLABECQ;Clabecq;Klabbeek;Clabecq;Klabbeek;Clabecq;Klabbeek;Station;Station;Gare
51.339924821451284, 3.285227675190857;"{""coordinates"": [3.285227675190857, 51.339924821451284], ""type"": ""Point""}";642;BE00642;FKK;KNOKKE;KNOKKE;KNOKKE;KNOKKE;Knokke;Knokke;Knokke;Knokke;Knokke;Knokke;Station;Station;Gare
49.6281898782881, 5.565735894218752;"{""coordinates"": [5.565735894218752, 49.6281898782881], ""type"": ""Point""}";292;BE00292;MCR;CROIX-ROUGE;CROIX-ROUGE;CROIX-ROUGE;CROIX-ROUGE;Croix-Rouge;Croix-Rouge;Croix-Rouge;Croix-Rouge;Croix-Rouge;Croix-Rouge;Station;Station;Gare
51.20666767200753, 4.43474462113128;"{""coordinates"": [4.43474462113128, 51.20666767200753], ""type"": ""Point""}";61;BE00061;GNS;ANTW-OOST;ANTW-OOST;ANTWERPEN-OOST;ANTWERPEN-OOST;Anvers-Est;Antw-Oost;Anvers-Est;Antwerpen-Oost;Anvers-Est;Antwerpen-Oost;Station;Station;Gare
50.9018317317943, 4.413004634020071;"{""coordinates"": [4.413004634020071, 50.9018317317943], ""type"": ""Point""}";2095;BE02095;YRBRS;Y.RUE BRUEL;Y.BRUULSTR;Y.RUE DE BRUEL;Y.BRUULSTRAAT;Y.Rue Bruel;Y.Bruulstr;Y.Rue de Bruel;Y.Bruulstraat;Y.Rue de Bruel;Y.Bruulstraat;Vertakking;Junction;Bifurcation
50.770949248522925, 3.872417489184951;"{""coordinates"": [3.872417489184951, 50.770949248522925], ""type"": ""Point""}";458;BE00458;FGRA;G'BERGEN;G'BERGEN;GERAARDSBERGEN;GERAARDSBERGEN;Grammont;G'bergen;Grammont;Geraardsbergen;Grammont;Geraardsbergen;Station;Station;Gare
50.765128381018265, 4.272571084560079;"{""coordinates"": [4.272571084560079, 50.765128381018265], ""type"": ""Point""}";759;BE00759;LOT;LOT;LOT;LOT;LOT;Lot;Lot;Lot;Lot;Lot;Lot;Station;Station;Gare
50.89615847159516, 4.409001662909547;"{""coordinates"": [4.409001662909547, 50.89615847159516], ""type"": ""Point""}";1753;BE01753;FSRG;SCHAERB-GR.G;SCHAARB-GR.G;SCHAERBEEK-GROUPE G;SCHAARBEEK-GROEP G;Schaerb-Gr.G;Schaarb-Gr.G;Schaerbeek-Groupe G;Schaarbeek-Groep G;Schaerbeek-Groupe G;Schaarbeek-Groep G;Station;Station;Gare
50.52961833787157, 5.572858884799018;"{""coordinates"": [5.572858884799018, 50.52961833787157], ""type"": ""Point""}";375;BE00375;LSN;ESNEUX;ESNEUX;ESNEUX;ESNEUX;Esneux;Esneux;Esneux;Esneux;Esneux;Esneux;Station;Station;Gare
50.967071021620654, 5.498086693151217;"{""coordinates"": [5.498086693151217, 50.967071021620654], ""type"": ""Point""}";1670;BE01670;FKG;GENK;GENK;GENK;GENK;Genk;Genk;Genk;Genk;Genk;Genk;Station;Station;Gare
50.64694935205776, 5.57261263700804;"{""coordinates"": [5.57261263700804, 50.64694935205776], ""type"": ""Point""}";730;BE00730;FLGP;LIEGE-ST-LAM;LIEGE-ST-LAM;LIEGE-SAINT-LAMBERT;LIEGE-SAINT-LAMBERT;Liège-St-Lam;Luik-St-Lam;Liège-Saint-Lambert;Luik-Sint-Lambertus;Liège-Saint-Lambert;Luik-Sint-Lambertus;Station;Station;Gare
51.10977280180321, 3.991494840923161;"{""coordinates"": [3.991494840923161, 51.10977280180321], ""type"": ""Point""}";749;BE00749;FLKO;LOKEREN-OOST;LOKEREN-OOST;LOKEREN-OOST;LOKEREN-OOST;Lokeren-Oost;Lokeren-Oost;Lokeren-Oost;Lokeren-Oost;Lokeren-Oost;Lokeren-Oost;Station;Station;Gare
50.283600345297494, 5.440352546498348;"{""coordinates"": [5.440352546498348, 50.283600345297494], ""type"": ""Point""}";818;BE00818;MLR;MELR-HOTTON;MELR-HOTTON;MELREUX-HOTTON;MELREUX-HOTTON;Melr-Hotton;Melr-Hotton;Melreux-Hotton;Melreux-Hotton;Melreux-Hotton;Melreux-Hotton;Station;Station;Gare
50.90670257176685, 4.208230395126666;"{""coordinates"": [4.208230395126666, 50.90670257176685], ""type"": ""Point""}";74;BE00074;LAS;ASSE;ASSE;ASSE;ASSE;Asse;Asse;Asse;Asse;Asse;Asse;Station;Station;Gare
49.70723922741239, 5.331285482846186;"{""coordinates"": [5.331285482846186, 49.70723922741239], ""type"": ""Point""}";409;BE00409;MFL;FLORENVILLE;FLORENVILLE;FLORENVILLE;FLORENVILLE;Florenville;Florenville;Florenville;Florenville;Florenville;Florenville;Station;Station;Gare
50.423793968306505, 4.542815083314184;"{""coordinates"": [4.542815083314184, 50.423793968306505], ""type"": ""Point""}";700;BE00700;FRC;CAMPINAIRE;CAMPINAIRE;LE CAMPINAIRE;LE CAMPINAIRE;Campinaire;Campinaire;Le Campinaire;Le Campinaire;Le Campinaire;Le Campinaire;Station;Station;Gare
50.97461822357513, 4.187540293365119;"{""coordinates"": [4.187540293365119, 50.97461822357513], ""type"": ""Point""}";933;BE00933;FKW;OPWIJK;OPWIJK;OPWIJK;OPWIJK;Opwijk;Opwijk;Opwijk;Opwijk;Opwijk;Opwijk;Station;Station;Gare
50.73833321248668, 3.225382514546805;"{""coordinates"": [3.225382514546805, 50.73833321248668], ""type"": ""Point""}";868;BE00868;FMC;MOUSCRON;MOESKROEN;MOUSCRON;MOESKROEN;Mouscron;Moeskroen;Mouscron;Moeskroen;Mouscron;Moeskroen;Station;Station;Gare
50.80129671879586, 4.651860787104162;"{""coordinates"": [4.651860787104162, 50.80129671879586], ""type"": ""Point""}";1082;BE01082;GSW;ST-JOR-WEERT;ST-JOR-WEERT;SINT-JORIS-WEERT;SINT-JORIS-WEERT;St-Jor-Weert;St-Jor-Weert;Sint-Joris-Weert;Sint-Joris-Weert;Sint-Joris-Weert;Sint-Joris-Weert;Station;Station;Gare
50.530554529567226, 3.91061322221787;"{""coordinates"": [3.91061322221787, 50.530554529567226], ""type"": ""Point""}";628;BE00628;FJR;JURBISE;JURBISE;JURBISE;JURBISE;Jurbise;Jurbeke;Jurbise;Jurbeke;Jurbise;Jurbeke;Station;Station;Gare
51.13239724432421, 4.606001983384839;"{""coordinates"": [4.606001983384839, 51.13239724432421], ""type"": ""Point""}";645;BE00645;KLHEI;KL'HEIDE;KL'HEIDE;KLOOSTERHEIDE;KLOOSTERHEIDE;Kl'heide;Kl'heide;Kloosterheide;Kloosterheide;Kloosterheide;Kloosterheide;Rooster;Grid;Gril
50.98449635540834, 4.823698347886938;"{""coordinates"": [4.823698347886938, 50.98449635540834], ""type"": ""Point""}";9;BE00009;FRST;AARSCHOT;AARSCHOT;AARSCHOT;AARSCHOT;Aarschot;Aarschot;Aarschot;Aarschot;Aarschot;Aarschot;Station;Station;Gare
50.63829834924627, 4.61270934638381;"{""coordinates"": [4.61270934638381, 50.63829834924627], ""type"": ""Point""}";855;BE00855;MM;MONT-ST-GUIB;MONT-ST-GUIB;MONT-SAINT-GUIBERT;MONT-SAINT-GUIBERT;Mont-St-Guib;Mont-St-Guib;Mont-Saint-Guibert;Mont-Saint-Guibert;Mont-Saint-Guibert;Mont-Saint-Guibert;Station;Station;Gare
50.6004932591792, 4.335288481441468;"{""coordinates"": [4.335288481441468, 50.6004932591792], ""type"": ""Point""}";911;BE00911;FNVT;NIVELLES;NIVELLES;NIVELLES;NIVELLES;Nivelles;Nijvel;Nivelles;Nijvel;Nivelles;Nijvel;Station;Station;Gare
50.454436770348934, 3.942380575452241;"{""coordinates"": [3.942380575452241, 50.454436770348934], ""type"": ""Point""}";848;BE00848;FMS;MONS;MONS;MONS;MONS;Mons;Bergen;Mons;Bergen;Mons;Bergen;Station;Station;Gare
51.292651008527, 4.34410368816223;"{""coordinates"": [4.34410368816223, 51.292651008527], ""type"": ""Point""}";86;BE00086;LILLO;LILLO;LILLO;ANTWERPEN-D.S.-LILLO;ANTWERPEN-D.S.-LILLO;Lillo;Lillo;Antw-DS-Lillo;Antw-DS-Lillo;Antwerpen-D.S.-Lillo;Antwerpen-D.S.-Lillo;Station;Station;Gare
